44	25
44	47
44	49
44	95
71	73
71	81
24	47
24	57
110	1
47	24
47	44
112	34
112	134
31	13
31	101
12	15
12	42
13	25
13	31
4	98
4	129
9	81
15	12
15	26
15	61
15	63
57	24
57	73
98	4
98	95
26	1
26	15
34	78
34	112
74	28
74	78
80	101
1	26
1	110
54	32
54	114
108	7
108	42
49	44
49	111
73	3
73	25
73	57
73	61
73	71
63	15
63	95
114	42
114	54
7	3
7	108
51	3
51	78
95	44
95	63
95	98
59	25
59	81
78	34
78	42
78	51
78	74
127	134
25	13
25	44
25	59
25	73
81	9
81	28
81	59
81	71
134	112
134	127
129	4
109	3
109	42
61	15
61	73
111	49
3	7
3	51
3	73
3	109
32	54
42	12
42	78
42	108
42	109
42	114
101	31
101	80
28	74
28	81
